captions,filepath,class,captions_nepali
"['many pieces of agricultural land are together.', 'Many pieces of agricultural land are together.', 'Many pieces of agricultural land are together.', 'Many pieces of agricultural land are together.', 'many pieces of farmlands are together .']",train/farmland_296.jpg,खेतीयोग्य भूमि,"['कृषि जग्गाका धेरै टुक्रा सँगै छन्।', 'धेरै टुक्रा खेतीयोग्य जमिन सँगै छन्।', 'धेरै टुक्रा खेतीयोग्य जमिन सँगै छन्।', 'धेरै टुक्रा खेतीयोग्य जमिन सँगै छन्।', 'धेरै टुक्रा खेतबारी सँगै छन्।']"
"['on both sides of the road is a high quality residential area.', 'many trees were planted around the houses with grey roofs .', 'Many green blocks are located in the midum residential area.', 'many green blocks are in the midum residential area .', 'on both sides of the road is a high-grade residential area .']",test/mediumresidential_56.jpg,आवासीय क्षेत्र,"['सडकको दुबै छेउमा उच्च गुणस्तरको आवासीय क्षेत्र छ।', 'घरको वरिपरि खैरो छाना भएका धेरै रुखहरू रोपिएका थिए।', 'धेरै हरियो ब्लकहरू मध्य आवासीय क्षेत्रमा अवस्थित छन्।', 'धेरै हरियो ब्लकहरू मध्य आवासीय क्षेत्रमा छन्।', 'सडकको दुबै छेउमा उच्च श्रेणीको आवासीय क्षेत्र छ।']"
"['on the ground with a green pond.', 'is a tree beside the pond .', 'Some green trees are around a pond.', 'some green trees are around a pond .', 'on the ground with a green pond .']",valid/pond_71.jpg,पोखरी,"['हरियो पोखरी भएको जमिनमा।', 'केही हरिया रुखहरू पोखरी वरिपरि छन्।', 'केही हरिया रुखहरू पोखरी वरिपरि छन्।', 'हरियो पोखरी भएको जमिनमा।']"
"['many green trees are around two separate ponds.', 'many green trees are around two separate ponds.', 'Many green trees are around two separate ponds.', 'many green trees are around two separate ponds.', 'many green trees are around two separated ponds .']",train/pond_295.jpg,पोखरी,"['धेरै हरियो रूखहरू दुई अलग पोखरी वरिपरि छन्।', 'धेरै हरियो रूखहरू दुई अलग पोखरी वरिपरि छन्।', 'धेरै हरिया रुखहरू दुई अलग पोखरी वरिपरि छन्।', 'धेरै हरियो रूखहरू दुई अलग पोखरी वरिपरि छन्।', 'धेरै हरियो रूखहरू दुई अलग पोखरी वरिपरि छन्।']"
"['several buildings and some green trees are around a football pitch.', 'several buildings and some green trees are around a football field.', 'several buildings and some green trees are around a football field.', 'several buildings and some green trees are around a football field.', 'several buildings and some green trees are around a football field .']",train/playground_168.jpg,खेळमैदान,"['फुटबल मैदानको वरिपरि धेरै भवन र केही हरिया रुखहरू छन्।', 'फुटबल मैदानको वरिपरि धेरै भवन र केही हरिया रुखहरू छन्।', 'फुटबल मैदानको वरिपरि धेरै भवन र केही हरिया रुखहरू छन्।', 'फुटबल मैदान वरिपरि धेरै भवन र केही हरिया रुखहरू छन्।']"
"['the form of agricultural land is a rectangle.', 'the edge of the farmland .', 'many pieces of agricultural land are together.', 'many pieces of farmlands are together .', 'the shape of farmland is a rectangle .']",valid/farmland_93.jpg,खेतीयोग्य भूमि,"['कृषि भूमिको रूप एक आयत हो।', 'खेती भूमिको छेउमा।', 'धेरै टुक्रा खेतीयोग्य जमिन सँगै छन्।', 'धेरै टुक्रा खेतबारी सँगै छन् .', 'कृषक जग्गाको आकार आयताकार हो।']"
"['the land is covered with green forests.', 'the vast area of the middle of a wide road.', 'the vast area of the middle of a wide road .', 'the land is covered with green forests.', 'the land is covered with green forests .']",train/forest_45.jpg,वन,"['भूमि हरियो वनले ढाकेको छ।', 'फराकिलो सडकको बीचको विशाल क्षेत्र।', 'फराकिलो सडकको बीचको विशाल क्षेत्र।', 'जमिन हरियो जङ्गलले ढाकेको छ।', 'जमिन हरियो जङ्गलले ढाकिएको छ।']"
"['in the forest there is a v-shaped river with an area of buildings on the shore.', 'among forest  there is a v shaped river with a zone of buildings on the bank .', 'a u shaped river is between two forests .', 'several houses are located in the forest nearby this curved green river .', 'many green trees and several building in a cluster are in two sides of a curved green river .']",test/river_5.jpg,नदी,"['जङ्गलमा v आकारको नदी छ जसको किनारमा भवनहरूको क्षेत्रफल छ।', 'जङ्गलको बीचमा एउटा v आकारको नदी छ जसको किनारमा भवनहरूको क्षेत्र छ।', 'एउ आकारको नदी दुई जङ्गलको बीचमा छ।', 'यो घुमाउरो हरियो खोला नजिकैको जंगलमा धेरै घरहरू छन्।', 'धेरै हरियो रूखहरू र गुच्छामा धेरै भवनहरू घुमाउरो हरियो नदीको दुई किनारमा छन्।']"
"['many green trees and agricultural land are around a almost circular pond.', 'Many green trees and farmland are around a pond almost circled.', 'Many green trees and farmland are around a almost circular lake.', 'many green trees and agricultural land are around a lake almost circle.', 'many green trees and farmlands are around an almost circle pond .']",train/pond_28.jpg,पोखरी,"['धेरै हरिया रूखहरू र कृषि भूमि लगभग गोलाकार पोखरी वरपर छन्।', 'धेरै हरिया रुख र खेतबारी पोखरी वरिपरि घुमेको छ।', 'धेरै हरिया रुखहरू र खेतबारी लगभग गोलाकार तालको वरिपरि छन्।', 'धेरै हरिया रुख र खेतीयोग्य जमिन तालको वरिपरि घेरिएको छ।', 'धेरै हरिया रूखहरू र खेतबारीहरू लगभग चक्र पोखरी वरिपरि छन्।']"
"['Many buildings are located in a dense residential area.', 'Many buildings are located in a dense residential area.', 'Many buildings are located in a dense residential area.', 'Many buildings are in a dense residential area.', 'many buildings are in a dense residential area .']",valid/denseresidential_95.jpg,आवासीय क्षेत्र,"['धेरै भवनहरू घना आवासीय क्षेत्रमा अवस्थित छन्।', 'धेरै भवनहरू घना आवासीय क्षेत्रमा अवस्थित छन्।', 'धेरै भवनहरू घना आवासीय क्षेत्रमा अवस्थित छन्।', 'धेरै भवनहरू घना आवासीय क्षेत्रमा छन्।', 'धेरै भवनहरू घना आवासीय क्षेत्रमा छन्।']"
"['Many grey buildings and green trees are located in a dense residential area.', 'Many grey buildings and green trees are located in a dense residential area.', 'Many grey buildings and green trees are located in a dense residential area.', 'many gray buildings and green trees are in a dense residential area.', 'many gray buildings and green trees are in a dense residential area .']",train/denseresidential_272.jpg,आवासीय क्षेत्र,"['धेरै खैरो भवनहरू र हरियो रूखहरू घना आवासीय क्षेत्रमा अवस्थित छन्।', 'धेरै खैरो भवन र हरियो रूखहरू घना आवासीय क्षेत्रमा अवस्थित छन्।', 'धेरै खैरो भवन र हरियो रूखहरू घना आवासीय क्षेत्रमा अवस्थित छन्।', 'धेरै खैरो भवनहरू र हरियो रूखहरू घना आवासीय क्षेत्रमा छन्।', 'धेरै खैरो भवनहरू र हरियो रूखहरू घना आवासीय क्षेत्रमा छन्।']"
"['s a piece of yellow mountain."" ""It', 's a piece of yellow mountain."" ""It', 'it is a piece of yellow mountain .']",train/mountain_176.jpg,पहाड,['यो पहेंलो पहाडको टुक्रा हो।']
"['many residential houses are on the lawn, like the right line, like the ring.', 'a long road passes through the residential area .', 'Some buildings and many green trees are located in an average residential area.', 'some buildings and many green trees are in a medium residential area .', 'many residential houses are on the lawn, like straight line,like ring .']",train/mediumresidential_274.jpg,आवासीय क्षेत्र,"['धेरै आवासीय घरहरू ल्यानमा छन्, दायाँ रेखा जस्तै, औंठी जस्तै।', 'लामो बाटो आवासीय क्षेत्र भएर जान्छ।', 'केही भवनहरू र धेरै हरियो रूखहरू औसत आवासीय क्षेत्रमा अवस्थित छन्।', 'केही भवनहरू र धेरै हरियो रूखहरू मध्यम आवासीय क्षेत्रमा छन्।', 'धेरै आवासीय घरहरू ल्यानमा छन्, सीधा रेखा जस्तै, औंठी जस्तै।']"
"['Many green trees form a piece of forest.', 'Many green trees form a piece of forest.', 'Many green trees form a piece of forest.', 'Many green trees form a piece of forest.', 'many green trees form a piece of forest .']",train/forest_233.jpg,वन,"['धेरै हरिया रुखहरूले जङ्गलको टुक्रा बनाउँछन्।', 'धेरै हरिया रुखहरूले जङ्गलको टुक्रा बनाउँछन्।', 'धेरै हरिया रुखहरूले जङ्गलको टुक्रा बनाउँछन्।', 'धेरै हरिया रुखहरूले जङ्गलको टुक्रा बनाउँछन्।', 'धेरै हरिया रुखहरूले जङ्गलको टुक्रा बनाउँछन्।']"
"['s a lot of roads around the lake.""', '', '', '']",test/pond_420.jpg,पोखरी,"['ताल वरिपरि एउटा खैरो घर बनाइएको छ।', 'खैरो छाना भएको घर तालको वरिपरि बनेको छ।', 'ताल वरपर धेरै सडकहरू छन्।', 'ताल वरपर धेरै सडकहरू छन्।']"
"['some planes are parked in an airport.', 'Some planes are parked at an airport.', 'some planes are parked in an airport.', 'Some planes are parked at an airport.', 'some planes are parked in an airport .']",valid/airport_90.jpg,विमानस्थल,"['केही विमानहरू एयरपोर्टमा पार्क गरिएका छन्।', 'केही विमानहरू एयरपोर्टमा पार्क गरिएका छन्।', 'केही विमानहरू एयरपोर्टमा पार्क गरिएका छन्।', 'केही विमानहरू एयरपोर्टमा पार्क गरिएका छन्।', 'केही विमानहरू एयरपोर्टमा पार्क गरिएका छन्।']"
"['some aircraft are located in an airport near many buildings.', 'some planes are located at an airport near many buildings.', 'Some planes are in an airport near many buildings.', 'Some planes are at an airport near many buildings.', 'some planes are in an airport near many buildings .']",train/airport_172.jpg,विमानस्थल,"['केही विमान धेरै भवनहरू नजिकैको विमानस्थलमा अवस्थित छन्।', 'केही विमानहरू धेरै भवनहरू नजिकैको विमानस्थलमा अवस्थित छन्।', 'केही विमानहरू धेरै भवनहरू नजिकैको विमानस्थलमा छन्।', 'केही विमानहरू धेरै भवनहरू नजिकैको विमानस्थलमा छन्।', 'केही विमानहरू धेरै भवनहरू नजिकैको विमानस्थलमा छन्।']"
"['Many green trees form a piece of forest.', 'Many green trees form a piece of forest.', 'Many green trees form a piece of forest.', 'Many green trees form a piece of forest.', 'many green trees form a piece of forest .']",train/forest_201.jpg,वन,"['धेरै हरिया रुखहरूले जङ्गलको टुक्रा बनाउँछन्।', 'धेरै हरिया रुखहरूले जङ्गलको टुक्रा बनाउँछन्।', 'धेरै हरिया रुखहरूले जङ्गलको टुक्रा बनाउँछन्।', 'धेरै हरिया रुखहरूले जङ्गलको टुक्रा बनाउँछन्।', 'धेरै हरिया रुखहरूले जङ्गलको टुक्रा बनाउँछन्।']"
"['s a green football pitch on the red track.""', '', '""There']",train/playground_340.jpg,खेळमैदान,"['खेल मैदानको अगाडि एउटा शिक्षण भवन छ।', 'खेल मैदानको अगाडि एउटा शिक्षण भवन छ।']"
"['s a big lake in the middle of the earth.""', '', '""There', 'there is a large lake in the middle of the land .']",train/pond_39.jpg,पोखरी,"['ताल वरपर धेरै रुख र घरहरू छन्।', 'ताल वरपर धेरै रुख र घरहरू छन्।', 'जमिनको बीचमा एउटा ठूलो ताल छ।']"
"['the airport is surrounded by runways with rectangular lawns .', 'a star like building and some aeroplanes standing on a parking apron  which is surrounded by netlike runways and rounded rectangle grassy fields .', 'a square terminal and criss cross flight strip .', 'parallel runways surrounds the passenger termial building .', 'some planes are sparsely parked in an airport with several parking lots and runways .']",train/airport_206.jpg,विमानस्थल,"['विमानस्थल आयताकार ल्यानले रनवेले घेरिएको छ।', 'बिल्डिंग जस्तो तारा र पार्किङ एप्रोनमा उभिएका केही हवाइजहाजहरू जुन नेटजस्तै रनवे र गोलाकार आयताकार घाँसे मैदानहरूले घेरिएको छ।', 'वर्ग टर्मिनल र क्रिस क्रस फ्लाइट स्ट्रिप।', 'समानान्तर रनवेले यात्रु टर्मिनल भवनलाई घेरेको छ।', 'केही विमानहरू धेरै पार्किङ स्थलहरू र रनवेहरू भएको एयरपोर्टमा कम पार्क गरिएका छन्।']"
"['a grey building with red cars and a pond is surrounded by many green trees and meadows.', 'There is a house as well as a swimming pool located at the end of two roads that is surrounded by bare forest fields and farmland.', 'there is a house together with a swimming pool lying at the end of two roads  which is surrounded by forest  bare field and farmland .', 'two straight road stretches through the farmland to this house .', 'a gray building with a red cars and a pond is surrounded by many green trees and meadows .']",train/sparseresidential_194.jpg,आवासीय क्षेत्र,"['रातो कार र पोखरी भएको खैरो भवन धेरै हरियो रूख र घाँसले घेरिएको छ।', 'नाङ्गा जङ्गल खेत र खेतबारीले घेरिएको दुईवटा सडकको छेउमा एउटा घर र पौंडी पोखरी छ।', 'दुई सडकको छेउमा पौंडी पोखरीसहितको घर छ जसको वरिपरि जङ्गल जङ्गल र खेतबारी छ .', 'दुई सिधा बाटो खेतबारी हुँदै यो घरसम्म फैलिएको छ।', 'रातो कार र पोखरी भएको खैरो भवन धेरै हरियो रूख र घाँसले घेरिएको छ।']"
"['light brown agricultural land is found as a striped board.', 'we can see brown stripes with different shades and directions on the farmland .', 'the light brown farmland lies like a stripe plank .', 'brown stripes of bare land can be seen in this farmland .', 'some pieces of farmlands are together .']",train/farmland_213.jpg,खेतीयोग्य भूमि,"['हल्का खैरो कृषि भूमि एक धारीदार बोर्ड रूपमा पाइन्छ।', 'हामी खेतबारीमा विभिन्न छायाँ र दिशाहरू भएका खैरो धारहरू देख्न सक्छौं।', 'हल्का खैरो खेतबारी स्ट्रिप फ्याक जस्तै छ।', 'यस खेतबारीमा खाली जमिनका खैरो धारहरू देख्न सकिन्छ।', 'केही खेत जमिन सँगै छन्।']"
"['several aircraft are on an airport runway near some buildings and green trees.', 'several planes are located on an airport runway near some buildings and green trees.', 'Several planes are located on an airport runway near some green buildings and trees.', 'several planes are on an airport runway near some buildings and green trees.', 'several planes are in an airport runway near some buildings and green trees .']",train/airport_166.jpg,विमानस्थल,"['धेरै विमानहरू केही भवनहरू र हरियो रूखहरू नजिकै विमानस्थलको धावनमार्गमा छन्।', 'धेरै विमानहरू केही भवनहरू र हरियो रूखहरू नजिकै विमानस्थलको धावनमार्गमा अवस्थित छन्।', 'धेरै विमानहरू विमानस्थलको धावनमार्गमा केही हरियो भवन र रूखहरू नजिकै छन्।', 'धेरै विमानहरू केही भवनहरू र हरियो रूखहरू नजिकै विमानस्थलको धावनमार्गमा छन्।', 'धेरै विमानहरू केही भवनहरू र हरियो रूखहरू नजिकै विमानस्थलको धावनमार्गमा छन्।']"
"['s a piece of mountain."" ""It', 's a piece of mountain."" ""It', 'it is a piece of mountain .']",train/mountain_13.jpg,पहाड,['यो पहाडको टुक्रा हो।']
"['the houses are closely aligned between the trees and lawns in each block.', 'houses are lined up closely among trees and lawns in each block .', 'the tress cover the residential which has some brown and grey flats .', 'neatly arranged rectangular residential blocks are decorated with rows of trees .', 'many buildings and green trees are in a dense residential area .']",train/denseresidential_219.jpg,आवासीय क्षेत्र,"['घरहरू प्रत्येक ब्लकमा रूखहरू र ल्यानहरू बीच नजिकबाट पङ्क्तिबद्ध छन्।', 'घरहरू प्रत्येक ब्लकमा रूखहरू र ल्यानहरू बीच नजिकबाट लाइनमा छन्।', 'ट्रेसले आवासीयलाई ढाक्छ जसमा केही खैरो र खैरो फ्ल्याटहरू छन्।', 'राम्ररी व्यवस्थित गरिएको आयताकार आवासीय ब्लकहरू रूखहरूको पङ्क्तिले सजाइएको छ।', 'धेरै भवन र हरियो रूखहरू घना आवासीय क्षेत्रमा छन्।']"
"['Many aircraft are parked near a terminal in an airport with numerous runways next to the prairies.', 'many planes are parked near a terminal at an airport with many tracks next to meadows.', 'Many planes are parked near a terminal in an airport with many runways near the meadows.', 'many planes are parked near a terminal at an airport with many tracks next to meadows.', 'many planes are parked near a terminal in an airport with many runways next to meadows .']",train/airport_233.jpg,विमानस्थल,"['धेरै विमानहरू प्रेरीहरू छेउमा असंख्य रनवेहरू भएको एयरपोर्टको टर्मिनल नजिकै पार्क गरिएका छन्।', 'धेरै विमानहरू घाँसको छेउमा धेरै ट्र्याकहरू भएको एयरपोर्टको टर्मिनल नजिकै पार्क गरिएका छन्।', 'धेरै विमानहरू मैदानको छेउमा धेरै रनवेहरू भएको एयरपोर्टको टर्मिनल नजिकै पार्क गरिएका छन्।', 'धेरै विमानहरू घाँसको छेउमा धेरै ट्र्याकहरू भएको एयरपोर्टको टर्मिनल नजिकै पार्क गरिएका छन्।', 'धेरै विमानहरू मैदानको छेउमा धेरै रनवेहरू भएको एयरपोर्टको टर्मिनल नजिकै पार्क गरिएका छन्।']"
"['Many small black fish are in the pond.', 'the pond is surrounded by light green lawns and vegetation .', 'many green trees and several buildings are around two irregular ponds.', 'many green trees and several buildings are around two irregular ponds .', 'many small black fish are in the pond .']",train/pond_343.jpg,पोखरी,"['धेरै साना कालो माछा पोखरीमा छन्।', 'पोखरी हल्का हरियो घाँस र वनस्पतिले घेरिएको छ।', 'धेरै हरिया रुखहरू र धेरै भवनहरू दुई अनियमित पोखरी वरिपरि छन्।', 'धेरै हरिया रुखहरू र धेरै भवनहरू दुई अनियमित पोखरी वरिपरि छन्।', 'धेरै साना कालो माछा पोखरीमा छन्।']"
"['a twisted river flows through a large area.', 'on either side of the river are different regions .', 'Many green trees and some bare land are found on both sides of a dark blue river.', 'many green trees and some barelands are in two sides of a dark blue river .', 'a crooked river flows through a large area .']",train/river_357.jpg,नदी,"['एउटा घुमाउरो नदी ठूलो क्षेत्रबाट बग्छ।', 'नदीका दुवै छेउमा फरक-फरक क्षेत्रहरू छन्।', 'गालो नीलो खोलाको दुबै छेउमा धेरै हरियो रुख र केही खाली जमिन पाइन्छ।', 'धेरै हरिया रुखहरू र केही खाली जमिन गाढा नीलो नदीको दुई किनारमा छन्।', 'एउटा बाङ्गो नदी ठूलो क्षेत्रबाट बग्छ।']"
"['the small farm consists of grass and crops.', 'the farm is divided into different parts .', 'many pieces of rectangular agricultural land are ordered together.', 'many pieces of rectangle farmlands are orderly together .', 'the little farm consists of grass and crops .']",train/farmland_302.jpg,खेतीयोग्य भूमि,"['सानो खेत घाँस र बाली मिलेर बनेको छ।', 'फार्मलाई विभिन्न भागमा विभाजन गरिएको छ।', 'आयताकार कृषि भूमिका धेरै टुक्राहरू सँगै अर्डर गरिएका छन्।', 'आयताकार खेत जग्गाका धेरै टुक्राहरू व्यवस्थित छन् .', 'सानो खेतमा घाँस र बालीहरू हुन्छन्।']"
"['Behind the grey roof is a playground.', 'In front of the red earth was a house with a brown roof.', 'in front of the red land was a house with a brown roof .', 'Behind the grey roof is a playground.', 'behind the gray roof is a playground .']",train/playground_339.jpg,खेळमैदान,"['खरो छाना पछाडि एक खेल मैदान छ।', 'रातो माटोको अगाडि खैरो छाना भएको घर थियो।', 'रातो जमिनको अगाडि खैरो छाना भएको घर थियो।', 'खरो छाना पछाडि खेल मैदान छ।', 'खरो छाना पछाडि खेल मैदान छ।']"
"['a playground is close to several buildings.', 'a playground is close to several buildings.', 'a playground is close to several buildings.', 'A playground is close to several buildings.', 'a playground is near several buildings .']",train/playground_17.jpg,खेळमैदान,"['खेल मैदान धेरै भवनहरू नजिक छ।', 'एक खेल मैदान धेरै भवनहरू नजिक छ।', 'एक खेल मैदान धेरै भवनहरू नजिक छ।', 'एउटा खेल मैदान धेरै भवनहरू नजिक छ।', 'एउटा खेल मैदान धेरै भवनहरू नजिक छ।']"
"['Some planes are in an airport.', 'Some planes are at an airport.', 'Some planes are at an airport.', 'Some planes are at an airport.', 'some planes are in an airport .']",train/airport_148.jpg,विमानस्थल,"['केही विमानहरू एयरपोर्टमा छन्।', 'केही विमानहरू एयरपोर्टमा छन्।', 'केही विमानहरू एयरपोर्टमा छन्।', 'केही विमानहरू एयरपोर्टमा छन्।', 'केही विमानहरू एयरपोर्टमा छन्।']"
"['a large area of agricultural land along the river.', 'Many trees are planted on both sides of the river.', 'many trees are planted on both sides of the river .', 'a large area of agricultural land along the river.', 'a large area of farmland along the river .']",train/river_370.jpg,नदी,"['नदीको छेउमा रहेको कृषि जमिनको ठूलो क्षेत्र।', 'नदीको दुबै छेउमा धेरै रुखहरू रोपिएका छन्।', 'नदीको दुबै छेउमा धेरै रुखहरू रोपिएका छन्।', 'नदीको छेउमा खेतीयोग्य जमिनको ठूलो क्षेत्र।', 'नदीको छेउमा खेतबारीको ठूलो क्षेत्र।']"
"['some green plants are around a polygonal green pond.', 'some green plants are around a polygonal green pond.', 'some green plants are around a polygonal green lake.', 'some green plants are around a polygonal green pond.', 'some green plants are around a polygonal green pond .']",train/pond_322.jpg,पोखरी,"['केही हरियो बिरुवाहरू बहुभुज हरियो पोखरी वरिपरि छन्।', 'केही हरियो बिरुवाहरू बहुभुज हरियो पोखरी वरपर छन्।', 'केही हरियो बिरुवाहरू बहुभुज हरियो ताल वरिपरि छन्।', 'केही हरियो बिरुवाहरू बहुभुज हरियो पोखरी वरपर छन्।', 'केही हरियो बिरुवाहरू बहुभुज हरियो पोखरी वरपर छन्।']"
"['Many green plants are found on both sides of a curved yellow river.', 'many green plants are located on two sides of a curved yellow river.', 'many green plants are found on two sides of a curved yellow river.', 'many green plants are on two sides of a yellow curved river.', 'many green plants are in two sides of a yellow curved river .']",train/river_204.jpg,नदी,"['एक घुमाउरो पहेंलो खोलाको दुबै छेउमा धेरै हरियो बिरुवाहरू पाइन्छ।', 'धेरै हरियो बिरुवाहरू घुमाउरो पहेंलो नदीको दुई किनारमा अवस्थित छन्।', 'धेरै हरियो बिरुवाहरू घुमाउरो पहेँलो नदीको दुई किनारमा पाइन्छ।', 'धेरै हरियो बिरुवाहरू पहेँलो घुमेको नदीको दुई किनारमा छन्।', 'धेरै हरियो बिरुवाहरू पहेँलो घुमेको नदीको दुई किनारमा छन्।']"
"['Many green trees are on one side of a curved river.', 'the left hand of the river is the downtown area while the right hand of the river is a large forest area.', 'the left hand of the river is downtown area while the right hand of the river is a large area of forest .', 'Many green trees are on one side of a curved river.', 'many green trees are in one side of a curved river .']",train/river_131.jpg,नदी,"['धेरै हरिया रुखहरू घुमेको खोलाको एक छेउमा छन्।', 'नदीको देब्रे हात शहरको केन्द्र क्षेत्र हो भने नदीको दाहिने हात ठूलो वन क्षेत्र हो।', 'नदीको देब्रे हात शहरको केन्द्र क्षेत्र हो भने नदीको दाहिने हात जंगलको ठूलो क्षेत्र हो।', 'धेरै हरिया रुखहरू घुमेको खोलाको एक छेउमा छन्।', 'धेरै हरिया रुखहरू घुमेको खोलाको एक छेउमा छन्।']"
"['On both sides of the road are rows of densely populated areas.', 'a row of trees were planted around the neighborhood.', 'a row of trees were planted around the neighborhood .', 'on both sides of the road are rows of densely populated areas.', 'on both sides of the road are rows of densely populated areas .']",test/denseresidential_43.jpg,आवासीय क्षेत्र,"['सडकको दुबै छेउमा घना बस्तीका पङ्क्तिहरू छन्।', 'छिमेक वरिपरि रूखहरूको पङ्क्ति रोपिएको थियो।', 'छिमेक वरिपरि रूखहरूको पङ्क्ति रोपिएको थियो।', 'सडकको दुबै छेउमा घना बस्तीका पङ्क्तिहरू छन्।', 'सडकको दुबै छेउमा घना बसोबास भएका क्षेत्रका पङ्क्तिहरू छन्।']"
"['Many buildings are located on both sides of a river with three branches.', 'many buildings are located on two sides of a river with three branches.', 'Many buildings are located on two sides of a river with three branches.', 'many buildings are on two sides of a river with three branches.', 'many buildings are in two sides of a river with three branches .']",train/river_17.jpg,नदी,"['तीनवटा हाँगा भएको नदीको दुवै किनारमा धेरै भवनहरू छन्।', 'तीनवटा शाखा भएको नदीको दुई किनारमा धेरै भवनहरू छन्।', 'तीनवटा हाँगा भएको नदीको दुई किनारमा धेरै भवनहरू छन्।', 'धेरै भवनहरू नदीको दुई किनारमा तीनवटा शाखाहरू छन्।', 'धेरै भवनहरू तीनवटा हाँगा भएको नदीको दुई किनारमा छन्।']"
"['The mountain looks like a few years long.', 'texture of the mountain is very beautiful .', 's a big piece of green mountain.""', '']",valid/mountain_71.jpg,पहाड,"['पहाड केही वर्ष लामो जस्तो देखिन्छ।', 'पहाडको बनावट धेरै सुन्दर छ।', 'यो हरियो पहाडको ठूलो टुक्रा हो।', 'पहाड केही वर्ष लामो देखिन्छ।']"
"['the ground has a large and small aircraft.', 'the airport facilities are complete .', 'five planes are near a large building in an airport.', 'five planes are near a large building in an airport .', 'the ground has a large and small aircraft .']",valid/airport_7.jpg,विमानस्थल,"['भूमिमा ठूला र साना विमानहरू छन्।', 'विमानस्थलको सुविधा सम्पन्न भएको छ।', 'विमानस्थलको ठूलो भवन नजिकै पाँचवटा विमान छन्।', 'विमानस्थलको ठूलो भवन नजिक पाँचवटा विमान छन्।', 'जमिनमा ठूलो र सानो विमान छ।']"
"['residential building is white.', 'residential area is divided into several areas .', 'Many buildings are located in a dense residential area.', 'many buildings are in a dense residential area .', 'residential building is white .']",valid/denseresidential_71.jpg,आवासीय क्षेत्र,"['आवासीय भवन सेतो छ।', 'आवासीय क्षेत्र धेरै क्षेत्रमा विभाजित छ।', 'धेरै भवनहरू घना आवासीय क्षेत्रमा अवस्थित छन्।', 'धेरै भवनहरू घना आवासीय क्षेत्रमा छन्।', 'आवासीय भवन सेतो छ।']"
"['several green trees and buildings are close to a playground with a football pitch in it.', 'several green trees and buildings are close to a playground with a football field on it.', 'different green trees and buildings are close to a playground with a football field in it.', 'several green trees and buildings are close to a playground with a football field on it.', 'several green trees and buildings are near a playground with a football field in it .']",train/playground_244.jpg,खेळमैदान,"['फुटबल पिच भएको खेल मैदान नजिकै धेरै हरियो रुख र भवनहरू छन्।', 'धेरै हरिया रुख र भवनहरू खेल मैदानको नजिकै छन् जसमा फुटबल मैदान छ।', 'विभिन्न हरियो रूख र भवनहरू फुटबल मैदान भएको खेल मैदान नजिकै छन्।', 'धेरै हरिया रुख र भवनहरू खेल मैदानको नजिकै छन् जसमा फुटबल मैदान छ।', 'धेरै हरियो रूख र भवनहरू एक खेल मैदान नजिकै छन् जसमा फुटबल मैदान छ।']"
"['on the ground with an irregular shape of the pond.', 'there are many trees beside the pond .', 'many green trees and some buildings are around an irregular pond.', 'many green trees and some buildings are around an irregular pond .', 'on the ground with an irregular shape of the pond .']",valid/pond_63.jpg,पोखरी,"['पोखरीको अनियमित आकार भएको जमिनमा।', '', '', 'पोखरीको अनियमित आकार भएको जमिनमा।']"
"['Many green plants are found on both sides of a curved river.', 'many green plants are located on two sides of a curved river.', 'many green plants are found on two sides of a curved river.', 'many green plants are on two sides of a curved river.', 'many green plants are in two sides of a curved river .']",train/river_206.jpg,नदी,"['बक्र नदीको दुबै छेउमा धेरै हरियो बिरुवाहरू पाइन्छ।', 'धेरै हरियो बिरुवाहरू घुमाउरो नदीको दुई किनारमा अवस्थित छन्।', 'धेरै हरियो बिरुवाहरू घुमेको नदीको दुई किनारमा छन्।', 'धेरै हरियो बिरुवा घुमेको नदीको दुई किनारमा छन्।']"
"['surrounded by trees the houses with gardens are located in the blocks.', 'surrounded by trees  the houses with gardens are located in the blocks .', 'the residential is surrounded by some trees .', 'crossed roads pass through this beautiful neighborhood decorated with trees and lawns .', 'some buildings and many green trees are in a medium residential area .']",train/mediumresidential_191.jpg,आवासीय क्षेत्र,"['रूखहरूले घेरिएको बगैंचासहितका घरहरू ब्लकहरूमा अवस्थित छन्।', 'रुखहरूले घेरिएको बगैंचासहितका घरहरू ब्लकहरूमा अवस्थित छन्।', 'आवासस्थान केही रूखहरूले घेरिएको छ।', 'रोख र घाँसले सजिएको यो सुन्दर छिमेकबाट पार गरिएका सडकहरू।', 'केही भवनहरू र धेरै हरियो रूखहरू मध्यम आवासीय क्षेत्रमा छन्।']"
"['pieces of agricultural land are found on the banks of the rapidly flowing river.', 'there is a river passing by the farmland and towns .', 'pieces of farmlands are at the bank of the fast flowing river .', 'this river passes through those blocks of farmland on its bank .', 'urban areas and many pieces of green farmlands are in two sides of a curved river .']",test/river_401.jpg,नदी,"['', '', '']"
"['s a path in the forest.""', '', '', '']",valid/forest_79.jpg,वन,"['जंगलका रूखहरू धेरै रमाइला हुन्छन्।', 'जङ्गलमा धेरै हरिया रुख र खोला छन्।', 'जङ्गलमा धेरै हरिया रुख र खोला छन्।', 'जङ्गलमा बाटो छ।']"
